event_id,citizen_id,city_zone,temperature_c,air_quality_index,energy_consumption_kwh,transport_mode,activity_type,noise_db,timestamp,renewable_energy_source,security_alert_flag,predicted_crowd_density
3149,14820,Quantum Bay,33.7,80,5.324,HoverCab,Delivery,73.2,2032-01-17 01:50:01,Solar,0,0.79
3150,23114,Hydra Loop,30.3,158,0.823,MagRail,Shopping,54.8,2032-08-24 15:21:42,FusionCell,0,0.69
3151,49829,Solaris Sector,25.22,28,1.322,E-Bike,Leisure,37.8,2032-05-07 18:40:49,HydroGrid,0,0.67
3152,97398,Quantum Bay,28.85,170,4.873,Walk,Delivery,61.6,2032-09-09 21:16:10,Wind,0,0.71
3153,25532,AeroTech District,27.18,157,3.813,HyperLoop,Work,50.0,2032-06-22 10:37:16,Wind,0,0.16
3154,70142,Solaris Sector,31.99,68,6.538,HyperLoop,Delivery,57.7,2032-07-04 11:11:13,FusionCell,0,0.58
3155,30407,Hydra Loop,30.56,178,6.866,Walk,Work,60.0,2032-05-08 04:43:20,HydroGrid,0,0.92
3156,75642,Solaris Sector,22.08,21,1.369,E-Bike,Health,64.5,2032-11-24 17:29:16,HydroGrid,0,0.17
3157,93871,Quantum Bay,25.97,145,2.266,HoverCab,Delivery,82.4,2032-11-05 20:19:18,Solar,0,0.43
3158,15555,AeroTech District,26.6,85,1.334,Walk,Commute,73.9,2032-03-08 22:26:55,Wind,0,0.23
3159,71336,Neon Habitat,31.6,71,3.287,Walk,Commute,85.1,2032-03-25 19:01:51,FusionCell,0,0.89
3160,39984,Hydra Loop,25.56,96,2.968,Walk,Delivery,59.6,2032-08-03 11:47:14,FusionCell,0,0.44
3161,53888,AeroTech District,31.27,125,0.184,HyperLoop,Leisure,47.2,2032-11-18 18:45:46,HydroGrid,0,0.44
3162,21262,Quantum Bay,25.55,91,0.795,E-Bike,Leisure,57.7,2032-06-12 16:19:03,FusionCell,0,0.16
3163,71765,Neon Habitat,29.68,22,1.072,HyperLoop,Delivery,76.9,2032-03-03 01:17:01,FusionCell,0,0.73
3164,44741,Solaris Sector,27.18,169,0.065,Walk,Shopping,80.8,2032-05-29 05:49:51,Wind,0,0.37
3165,91183,AeroTech District,21.56,93,0.842,MagRail,Health,72.4,2032-12-29 18:29:53,HydroGrid,0,0.43
3166,90480,Quantum Bay,32.52,89,3.46,MagRail,Health,60.7,2032-08-31 05:56:45,FusionCell,0,0.34
3167,35421,Hydra Loop,24.84,176,1.706,MagRail,Health,64.9,2032-01-03 04:23:02,Solar,0,0.7
3168,56559,AeroTech District,29.56,153,0.129,MagRail,Leisure,62.1,2032-12-03 22:18:43,Wind,1,0.17
3169,55166,Quantum Bay,30.86,56,4.355,MagRail,Commute,67.8,2032-09-03 10:56:53,FusionCell,0,0.82
3170,55659,Hydra Loop,30.6,35,5.181,MagRail,Shopping,48.6,2032-12-04 17:32:46,FusionCell,0,0.19
3171,32495,Hydra Loop,19.94,169,2.799,E-Bike,Delivery,68.1,2032-12-15 00:30:10,HydroGrid,0,0.91
3172,71495,AeroTech District,26.26,141,2.616,Walk,Work,82.8,2032-05-11 11:46:51,HydroGrid,0,0.79
3173,50960,Neon Habitat,25.18,78,2.753,E-Bike,Health,60.2,2032-05-08 03:58:45,HydroGrid,0,0.14
3174,56949,Solaris Sector,30.65,33,4.479,Walk,Work,62.9,2032-04-22 06:04:31,FusionCell,0,0.93
3175,10017,AeroTech District,30.94,87,3.279,HoverCab,Shopping,58.2,2032-07-13 12:19:20,Wind,0,0.35
3176,64840,AeroTech District,27.21,145,2.139,HyperLoop,Commute,47.6,2032-10-23 13:02:25,Solar,0,0.41
3177,33112,AeroTech District,23.58,152,1.92,HyperLoop,Work,71.1,2032-03-23 20:19:34,FusionCell,1,0.64
3178,24011,Hydra Loop,32.74,124,0.41,E-Bike,Shopping,62.8,2032-12-27 10:07:00,Wind,0,0.27
3179,37522,Neon Habitat,31.06,122,0.949,HoverCab,Shopping,78.4,2032-06-03 20:29:11,FusionCell,0,0.32
3180,83657,Quantum Bay,28.61,133,1.943,MagRail,Work,60.6,2032-04-20 16:03:29,Wind,0,0.4
3181,88778,Neon Habitat,31.37,113,1.087,HoverCab,Health,71.5,2032-06-01 16:42:20,HydroGrid,0,0.47
3182,88186,AeroTech District,25.73,103,0.319,E-Bike,Leisure,51.5,2032-11-14 09:10:25,Wind,0,0.83
3183,58286,Quantum Bay,28.85,108,7.707,E-Bike,Health,57.8,2032-09-14 02:09:56,Wind,0,0.23
3184,47984,AeroTech District,38.31,31,1.98,E-Bike,Health,55.2,2032-10-24 18:17:24,FusionCell,0,0.73
3185,50885,Quantum Bay,33.72,78,1.312,MagRail,Commute,75.9,2032-11-12 13:55:57,FusionCell,0,0.99
3186,20694,Solaris Sector,30.29,144,6.242,E-Bike,Health,63.2,2032-10-03 02:04:37,HydroGrid,0,0.41
3187,62030,Hydra Loop,28.44,167,1.223,E-Bike,Work,56.1,2032-04-29 03:56:51,FusionCell,0,0.67
3188,48612,Neon Habitat,31.56,83,6.923,HyperLoop,Shopping,78.8,2032-07-17 13:22:25,Solar,0,0.69
3189,42839,Solaris Sector,33.74,117,3.3,E-Bike,Delivery,57.9,2032-01-19 09:37:04,Wind,0,0.96
3190,14085,Solaris Sector,34.96,178,2.972,E-Bike,Leisure,69.7,2032-02-27 09:19:28,FusionCell,0,0.12
3191,65329,Solaris Sector,26.83,170,0.831,HyperLoop,Shopping,86.8,2032-06-13 15:27:26,Solar,0,0.3
3192,13253,Quantum Bay,33.66,109,0.721,HoverCab,Health,69.3,2032-07-11 06:29:33,Wind,0,0.83
3193,85193,AeroTech District,27.31,88,3.705,HyperLoop,Delivery,68.5,2032-02-14 11:24:50,HydroGrid,0,0.78
3194,99144,AeroTech District,31.15,146,1.006,HyperLoop,Health,75.4,2032-05-21 00:30:34,Wind,0,0.76
3195,23682,Neon Habitat,24.62,54,0.689,E-Bike,Commute,56.3,2032-08-14 01:49:06,HydroGrid,0,0.7
3196,10064,Neon Habitat,24.01,60,4.76,E-Bike,Commute,56.3,2032-05-15 02:01:21,FusionCell,0,0.93
3197,63634,AeroTech District,32.48,110,0.315,E-Bike,Shopping,65.5,2032-06-30 20:06:26,Solar,0,0.22
3198,70643,Solaris Sector,34.12,68,0.268,Walk,Commute,67.3,2032-05-17 21:36:14,FusionCell,0,0.2
3199,25760,Solaris Sector,22.5,94,0.586,MagRail,Work,48.9,2032-10-25 10:59:59,FusionCell,0,0.29
3200,30913,Hydra Loop,30.18,52,1.062,MagRail,Delivery,54.2,2032-04-08 18:47:50,FusionCell,0,0.76
3201,12131,AeroTech District,32.16,39,2.479,Walk,Health,68.5,2032-10-26 19:14:27,Solar,0,0.31
3202,63704,Neon Habitat,34.26,59,1.821,E-Bike,Shopping,58.6,2032-09-05 00:18:35,Wind,0,0.84
3203,93505,AeroTech District,26.56,140,5.623,HyperLoop,Commute,86.9,2032-06-30 09:01:14,FusionCell,0,0.58
3204,37103,AeroTech District,26.47,63,5.387,HyperLoop,Leisure,75.6,2032-01-18 07:40:35,Wind,0,0.11
3205,66831,AeroTech District,23.25,177,4.126,HyperLoop,Leisure,71.1,2032-10-28 01:55:05,HydroGrid,0,0.35
3206,56409,Quantum Bay,24.37,152,0.169,MagRail,Shopping,85.1,2032-04-20 17:52:43,FusionCell,0,0.42
3207,91139,Solaris Sector,28.19,23,2.144,HoverCab,Health,83.1,2032-01-31 10:51:41,Solar,0,0.48
3208,12999,Neon Habitat,32.11,149,2.994,Walk,Shopping,60.8,2032-07-13 15:43:42,FusionCell,0,0.21
3209,75626,Hydra Loop,28.89,143,1.628,HyperLoop,Health,64.6,2032-08-11 18:31:12,Solar,0,0.66
3210,68952,Quantum Bay,25.37,123,0.165,HoverCab,Leisure,68.1,2032-04-05 11:26:22,Wind,0,0.12
3211,67482,Neon Habitat,29.88,57,1.483,HoverCab,Delivery,63.1,2032-06-22 11:45:29,FusionCell,0,0.24
3212,25077,Hydra Loop,28.93,113,3.142,MagRail,Delivery,54.2,2032-07-08 15:40:52,HydroGrid,0,0.26
3213,49812,Solaris Sector,30.09,136,2.881,HoverCab,Health,47.6,2032-08-05 09:50:50,Wind,0,0.25
3214,72937,Solaris Sector,32.36,66,0.866,Walk,Delivery,60.2,2032-03-03 01:30:36,Wind,0,0.64
3215,26176,Quantum Bay,25.88,81,0.384,E-Bike,Delivery,60.7,2032-10-15 09:12:37,Wind,0,0.23
3216,76263,Solaris Sector,25.11,107,0.069,MagRail,Work,52.9,2032-05-20 06:16:51,Wind,0,0.14
3217,51324,Quantum Bay,29.64,71,3.475,HoverCab,Commute,62.8,2032-08-10 14:08:15,FusionCell,0,0.36
3218,46910,AeroTech District,23.61,67,1.716,E-Bike,Commute,50.9,2032-12-24 16:44:12,Wind,0,0.17
3219,44960,Quantum Bay,26.07,38,2.485,Walk,Delivery,65.9,2032-01-01 06:13:15,Solar,0,0.18
3220,14379,AeroTech District,25.27,93,3.593,E-Bike,Health,61.7,2032-11-12 02:45:00,HydroGrid,0,0.94
3221,32270,Solaris Sector,29.4,21,0.13,Walk,Leisure,62.8,2032-12-10 12:11:37,Wind,0,0.55
3222,40712,Quantum Bay,29.96,36,0.782,E-Bike,Leisure,75.5,2032-05-19 08:48:52,HydroGrid,0,0.24
3223,60239,Hydra Loop,23.74,115,3.758,E-Bike,Shopping,66.4,2032-10-19 21:31:44,Solar,0,0.14
3224,47955,Neon Habitat,28.71,131,23.85,Walk,Leisure,56.2,2032-02-07 18:37:45,Solar,0,0.46
3225,65533,AeroTech District,24.35,64,0.56,E-Bike,Health,46.7,2032-08-19 12:27:52,FusionCell,0,0.97
3226,42818,Quantum Bay,25.92,41,2.767,Walk,Health,45.4,2032-04-13 18:57:48,Solar,0,0.15
3227,10350,Hydra Loop,30.13,130,0.327,MagRail,Delivery,45.4,2032-12-01 06:31:12,HydroGrid,0,0.23
3228,69075,AeroTech District,18.45,51,0.045,MagRail,Leisure,55.0,2032-09-22 17:41:20,Solar,0,0.45
3229,56823,AeroTech District,29.44,155,1.068,MagRail,Shopping,76.9,2032-07-02 20:25:13,FusionCell,0,0.49
3230,38380,AeroTech District,34.96,119,2.47,E-Bike,Health,72.0,2032-01-15 19:14:34,Solar,0,0.28
3231,60125,AeroTech District,24.16,175,3.447,Walk,Commute,70.8,2032-06-22 15:31:23,FusionCell,0,0.33
3232,75951,AeroTech District,30.64,131,5.227,MagRail,Health,65.6,2032-07-05 09:16:05,Solar,0,0.56
3233,54545,Solaris Sector,24.14,130,1.804,Walk,Shopping,74.9,2032-12-23 04:28:26,Wind,0,0.28
3234,91002,Quantum Bay,34.04,101,0.111,HyperLoop,Shopping,56.8,2032-03-12 17:54:43,HydroGrid,0,0.78
3235,11701,Quantum Bay,27.09,145,0.8,E-Bike,Health,60.4,2032-06-29 16:42:31,FusionCell,0,0.14
3236,50333,AeroTech District,22.27,135,6.194,HoverCab,Commute,64.2,2032-11-26 05:04:35,HydroGrid,0,0.69
3237,82033,Quantum Bay,25.36,65,0.272,MagRail,Work,64.8,2032-04-17 09:37:24,HydroGrid,0,0.84
3238,11952,Quantum Bay,23.59,174,2.562,MagRail,Shopping,78.4,2032-07-06 04:53:00,HydroGrid,0,0.5
3239,20138,Solaris Sector,28.91,106,0.921,HoverCab,Commute,63.0,2032-10-23 11:07:04,HydroGrid,0,0.75
3240,49187,Solaris Sector,35.67,49,2.846,MagRail,Health,54.3,2032-05-29 12:06:08,Wind,0,0.26
3241,49474,Solaris Sector,24.31,59,4.359,HyperLoop,Health,57.7,2032-08-14 03:23:23,FusionCell,0,0.75
3242,39857,AeroTech District,23.22,28,4.71,HoverCab,Commute,65.0,2032-10-06 04:30:09,Solar,0,0.31
3243,23425,Solaris Sector,25.77,39,1.93,Walk,Work,77.0,2032-11-27 11:52:21,Wind,0,0.64
3244,61215,Hydra Loop,30.07,172,0.567,MagRail,Delivery,71.8,2032-10-16 09:20:32,FusionCell,0,0.32
3245,61560,Neon Habitat,27.71,23,4.003,HyperLoop,Leisure,60.8,2032-02-09 01:58:46,Solar,0,0.65
3246,62791,Quantum Bay,29.22,177,1.014,E-Bike,Commute,61.8,2032-07-26 21:03:01,Solar,0,0.82
3247,82442,Solaris Sector,30.28,148,7.771,MagRail,Health,69.0,2032-02-11 17:31:59,FusionCell,0,0.16
3248,52017,Hydra Loop,21.04,109,0.175,MagRail,Work,52.8,2032-08-27 11:19:41,Wind,0,0.49
3249,48201,Solaris Sector,30.6,42,7.18,Walk,Work,65.8,2032-04-05 06:49:57,HydroGrid,0,0.67
3250,72597,Hydra Loop,32.67,20,3.25,HyperLoop,Commute,78.9,2032-01-26 09:30:02,HydroGrid,0,0.51
3251,77124,Neon Habitat,34.06,104,2.584,E-Bike,Shopping,67.6,2032-02-08 18:27:52,Solar,0,0.42
3252,35635,AeroTech District,30.21,58,2.1,Walk,Shopping,72.3,2032-01-28 17:36:37,Solar,0,0.35
3253,76065,Neon Habitat,26.28,81,4.995,HyperLoop,Shopping,72.6,2032-06-10 07:51:37,Wind,0,0.14
3254,55799,Solaris Sector,29.09,61,13.966,HyperLoop,Health,52.2,2032-02-16 19:41:01,HydroGrid,0,0.66
3255,23506,AeroTech District,31.96,173,0.996,HoverCab,Health,63.4,2032-01-12 16:21:12,Wind,0,0.44
3256,30151,Solaris Sector,28.36,177,3.62,MagRail,Delivery,76.6,2032-08-26 05:06:15,FusionCell,0,0.14
3257,60211,Neon Habitat,21.65,57,0.296,MagRail,Work,58.4,2032-01-28 08:42:00,Solar,0,0.95
3258,80631,Neon Habitat,27.74,166,2.922,HyperLoop,Health,71.5,2032-05-27 01:58:36,FusionCell,0,0.25
3259,64711,Hydra Loop,35.48,49,2.596,HyperLoop,Health,61.9,2032-02-04 08:53:22,FusionCell,0,0.3
3260,73914,Solaris Sector,33.7,75,4.717,MagRail,Health,62.7,2032-08-11 02:43:29,HydroGrid,0,0.79
3261,95481,Solaris Sector,28.6,126,2.096,E-Bike,Shopping,76.8,2032-05-11 14:01:28,Wind,0,0.85
3262,85964,AeroTech District,24.56,147,1.605,HyperLoop,Delivery,78.8,2032-01-15 22:20:01,Wind,0,0.88
3263,38691,Solaris Sector,24.79,157,0.062,E-Bike,Commute,67.4,2032-05-12 13:24:42,FusionCell,0,0.22
3264,61355,AeroTech District,26.05,178,0.475,E-Bike,Leisure,62.5,2032-09-29 01:31:50,Solar,0,0.4
3265,27409,Quantum Bay,37.65,171,4.607,HoverCab,Commute,68.0,2032-07-13 15:05:10,Solar,0,0.65
3266,76618,Solaris Sector,33.99,155,6.97,Walk,Shopping,60.2,2032-10-12 15:24:38,Wind,0,0.42
3267,78344,Neon Habitat,34.41,136,0.498,HoverCab,Leisure,74.6,2032-01-06 10:12:25,Solar,0,0.15
3268,94916,Hydra Loop,24.08,64,0.367,Walk,Leisure,52.0,2032-01-20 16:06:57,HydroGrid,0,0.81
3269,92150,Neon Habitat,27.08,51,0.715,MagRail,Work,76.1,2032-01-14 09:18:52,HydroGrid,0,0.5
3270,59983,Neon Habitat,32.82,67,1.228,HyperLoop,Work,74.9,2032-04-18 04:11:39,HydroGrid,0,0.46
3271,44345,Quantum Bay,32.64,134,1.286,Walk,Shopping,72.5,2032-02-17 23:26:02,Wind,0,0.46
3272,68247,Quantum Bay,23.85,131,1.451,HoverCab,Work,75.2,2032-11-22 07:30:26,Solar,0,0.51
3273,53368,Solaris Sector,16.15,114,1.021,MagRail,Leisure,44.1,2032-12-28 09:56:32,Solar,0,0.96
3274,82055,Solaris Sector,27.94,97,0.308,Walk,Commute,71.4,2032-11-23 20:37:33,Wind,0,0.41
3275,94472,Neon Habitat,37.23,111,0.308,MagRail,Delivery,51.3,2032-03-02 04:10:54,FusionCell,0,0.3
3276,98021,AeroTech District,24.35,150,2.142,HoverCab,Work,63.7,2032-05-30 02:39:30,Solar,0,0.14
3277,34129,Quantum Bay,24.67,178,1.689,HoverCab,Shopping,61.8,2032-07-27 20:17:45,Solar,0,0.78
3278,95187,AeroTech District,30.16,35,0.103,HyperLoop,Commute,64.0,2032-07-30 17:11:17,HydroGrid,0,0.14
3279,66964,Solaris Sector,26.97,133,0.527,E-Bike,Work,69.3,2032-02-07 17:30:01,Wind,0,0.65
3280,75685,Hydra Loop,19.71,120,1.295,E-Bike,Health,72.1,2032-09-21 02:50:14,Solar,0,0.67
3281,99714,Solaris Sector,28.49,85,1.094,E-Bike,Commute,53.4,2032-09-14 17:13:48,Wind,0,0.1
3282,56375,Neon Habitat,28.43,40,4.985,HyperLoop,Work,72.9,2032-08-11 09:40:35,Solar,0,0.74
3283,41957,Quantum Bay,30.59,70,3.597,MagRail,Leisure,64.8,2032-12-09 17:51:31,FusionCell,0,0.85
3284,82526,Hydra Loop,28.77,164,0.165,MagRail,Health,45.1,2032-10-16 17:40:08,Wind,0,0.98
3285,28013,Hydra Loop,20.52,73,0.209,HyperLoop,Health,70.9,2032-06-08 03:44:00,HydroGrid,0,0.88
3286,76327,AeroTech District,19.11,63,1.159,E-Bike,Commute,71.4,2032-09-05 16:15:10,Wind,0,0.44
3287,93018,Hydra Loop,34.99,129,0.072,MagRail,Health,74.2,2032-09-25 05:09:35,FusionCell,0,0.39
3288,62624,Neon Habitat,28.28,84,0.896,HyperLoop,Commute,41.7,2032-04-28 07:02:27,Wind,0,0.11
3289,13770,Quantum Bay,25.85,145,3.309,HoverCab,Shopping,66.7,2032-07-19 08:32:51,FusionCell,0,0.61
3290,49640,Quantum Bay,24.77,85,4.155,Walk,Commute,65.4,2032-02-18 19:26:58,FusionCell,0,0.34
3291,70155,Neon Habitat,24.76,90,3.174,MagRail,Work,73.9,2032-07-07 05:57:42,Solar,0,0.75
3292,11622,Hydra Loop,26.67,86,0.131,E-Bike,Delivery,67.3,2032-02-20 06:24:58,Wind,0,0.9
3293,96816,Hydra Loop,26.42,164,0.15,HoverCab,Health,81.2,2032-04-28 10:39:20,HydroGrid,0,0.46
3294,22355,AeroTech District,23.38,129,0.925,HoverCab,Shopping,64.5,2032-06-21 18:24:42,Solar,0,0.63
3295,31704,Solaris Sector,29.49,123,0.352,HoverCab,Health,72.1,2032-10-03 03:23:56,Solar,0,0.23
3296,30878,Solaris Sector,29.84,176,1.326,HoverCab,Shopping,76.8,2032-08-14 02:32:06,Wind,0,0.66
3297,98664,AeroTech District,28.52,116,1.993,Walk,Delivery,67.3,2032-07-31 10:58:19,HydroGrid,1,0.67
3298,88089,Hydra Loop,23.85,37,4.799,Walk,Shopping,54.6,2032-02-27 04:55:29,HydroGrid,0,1.0
3299,12590,Hydra Loop,26.0,99,3.017,Walk,Health,67.3,2032-03-26 18:57:34,HydroGrid,0,0.81
3300,19449,Quantum Bay,22.78,88,2.735,HyperLoop,Shopping,64.3,2032-02-29 19:58:09,FusionCell,0,0.76
3301,13682,AeroTech District,24.42,27,1.708,Walk,Shopping,61.6,2032-07-28 20:24:50,HydroGrid,0,0.12
3302,67300,Solaris Sector,35.1,43,2.369,HyperLoop,Work,69.6,2032-07-28 10:55:17,FusionCell,0,0.65
3303,86371,Hydra Loop,31.91,70,0.973,HyperLoop,Health,70.6,2032-11-14 07:19:23,Solar,0,0.73
3304,84197,AeroTech District,28.44,68,0.739,Walk,Health,64.4,2032-10-08 21:25:29,Wind,0,0.6
3305,21883,Solaris Sector,31.5,161,0.666,MagRail,Delivery,74.0,2032-12-03 15:31:14,Solar,0,0.39
3306,94026,Neon Habitat,39.75,117,0.752,E-Bike,Leisure,70.0,2032-02-24 01:59:20,HydroGrid,0,0.86
3307,26783,Quantum Bay,34.85,148,11.289,MagRail,Health,67.3,2032-03-13 12:21:11,Wind,0,0.48
3308,81388,Solaris Sector,26.52,158,3.831,Walk,Shopping,70.1,2032-09-20 06:27:31,FusionCell,0,0.21
3309,38217,AeroTech District,38.29,33,4.667,HyperLoop,Commute,66.9,2032-12-26 10:35:23,Wind,0,0.74
3310,93441,AeroTech District,29.42,119,0.927,E-Bike,Leisure,70.5,2032-05-15 05:11:20,Wind,0,0.64
3311,13014,Quantum Bay,30.12,121,0.579,Walk,Health,67.4,2032-07-11 05:03:00,Wind,0,0.7
3312,52440,Neon Habitat,20.53,147,3.567,HoverCab,Health,73.5,2032-03-12 04:32:49,HydroGrid,0,0.39
3313,44948,Solaris Sector,23.82,77,2.246,HoverCab,Commute,67.7,2032-02-11 11:24:30,HydroGrid,0,0.62
3314,98489,Hydra Loop,27.22,96,4.258,E-Bike,Health,79.1,2032-12-14 06:54:20,Solar,0,0.8
3315,85333,Neon Habitat,24.43,21,0.764,Walk,Shopping,63.5,2032-07-18 11:10:34,HydroGrid,0,0.28
3316,10815,Neon Habitat,31.73,72,3.624,HoverCab,Leisure,73.9,2032-11-23 16:04:43,Wind,0,0.95
3317,80528,Quantum Bay,31.57,56,3.149,HoverCab,Leisure,46.9,2032-04-08 14:38:02,Solar,0,0.42
3318,95383,Solaris Sector,37.93,40,0.202,HoverCab,Leisure,74.6,2032-03-04 22:40:53,FusionCell,0,0.28
3319,84513,AeroTech District,29.93,56,3.721,E-Bike,Work,52.0,2032-05-11 17:20:06,Wind,0,0.92
3320,46099,Quantum Bay,27.77,34,2.111,MagRail,Leisure,63.1,2032-08-23 10:40:13,HydroGrid,0,0.94
3321,60141,Solaris Sector,30.82,58,2.662,E-Bike,Delivery,60.8,2032-04-03 03:24:39,HydroGrid,1,0.48
3322,77383,Solaris Sector,29.3,170,4.216,HoverCab,Leisure,66.0,2032-07-08 00:14:26,HydroGrid,0,0.64
3323,72240,Neon Habitat,26.41,102,3.094,Walk,Leisure,53.0,2032-11-06 05:02:35,Solar,0,0.65
3324,47634,Quantum Bay,23.04,86,3.296,HyperLoop,Commute,74.8,2032-12-21 10:43:24,FusionCell,0,0.71
3325,57923,Neon Habitat,30.19,129,0.621,HyperLoop,Commute,61.8,2032-07-23 18:53:22,Solar,0,0.58
3326,87760,Quantum Bay,24.26,57,4.211,MagRail,Leisure,77.9,2032-05-13 18:21:03,Solar,0,0.97
3327,45213,Hydra Loop,37.16,41,9.235,E-Bike,Work,69.8,2032-09-13 09:20:46,FusionCell,0,0.62
3328,73967,Solaris Sector,23.58,163,0.716,Walk,Delivery,72.1,2032-11-10 12:47:50,HydroGrid,0,0.43
3329,76114,Neon Habitat,23.06,24,0.735,Walk,Leisure,65.2,2032-01-12 16:28:56,Wind,0,0.15
3330,79120,Solaris Sector,28.43,121,2.292,HyperLoop,Delivery,54.0,2032-11-13 22:35:07,FusionCell,0,0.8
3331,48215,Solaris Sector,32.93,30,12.874,HoverCab,Work,64.9,2032-04-02 13:58:56,Solar,0,0.46
3332,44218,Quantum Bay,28.55,49,1.501,HyperLoop,Health,71.6,2032-03-08 10:28:39,FusionCell,0,0.59
3333,28159,AeroTech District,23.71,24,1.104,E-Bike,Health,61.7,2032-01-06 02:37:03,HydroGrid,0,0.31
3334,16293,Hydra Loop,25.64,174,0.118,HyperLoop,Work,55.0,2032-03-14 07:15:08,FusionCell,0,0.98
3335,81720,Hydra Loop,28.18,156,0.047,Walk,Health,58.3,2032-04-13 01:23:31,FusionCell,0,0.66
3336,84477,Neon Habitat,31.99,92,0.613,Walk,Shopping,69.1,2032-07-14 03:41:56,HydroGrid,0,0.32
3337,88542,AeroTech District,29.13,132,1.414,HoverCab,Work,67.9,2032-03-12 06:24:44,HydroGrid,0,0.28
3338,72182,Neon Habitat,30.52,83,2.404,MagRail,Commute,75.9,2032-04-27 19:11:23,Solar,0,0.32
3339,85626,Neon Habitat,25.82,70,0.774,MagRail,Health,51.5,2032-07-21 16:38:25,Solar,0,0.22
3340,46418,Quantum Bay,22.19,24,1.547,HyperLoop,Work,63.5,2032-02-21 07:51:38,Solar,0,0.1
3341,86009,Neon Habitat,26.77,155,1.007,E-Bike,Work,67.0,2032-02-09 21:01:09,FusionCell,0,0.52
3342,58690,Solaris Sector,26.79,137,1.997,HyperLoop,Commute,68.7,2032-08-13 02:23:39,HydroGrid,0,0.8
3343,39410,Hydra Loop,22.78,112,4.14,MagRail,Shopping,52.7,2032-04-06 09:54:30,HydroGrid,0,0.69
3344,33685,Solaris Sector,34.46,69,1.135,MagRail,Shopping,64.1,2032-06-27 18:04:54,Wind,0,0.69
3345,10768,Hydra Loop,26.37,67,4.823,MagRail,Commute,61.8,2032-11-09 15:40:24,FusionCell,0,0.11
3346,27014,Hydra Loop,29.37,157,6.787,E-Bike,Work,59.2,2032-09-23 11:43:48,Solar,1,0.41
3347,22099,Hydra Loop,24.54,137,0.302,HoverCab,Leisure,73.4,2032-01-13 20:56:54,FusionCell,0,0.16
3348,40567,Neon Habitat,29.68,110,1.276,Walk,Work,49.3,2032-09-01 03:27:31,Solar,0,0.79
3349,60997,AeroTech District,24.04,68,2.806,E-Bike,Leisure,67.3,2032-08-11 13:41:01,Wind,0,0.41
3350,65835,Solaris Sector,26.2,105,0.904,MagRail,Shopping,75.2,2032-03-30 13:50:20,Solar,1,0.65
3351,83198,AeroTech District,33.4,121,1.55,HoverCab,Delivery,70.0,2032-09-23 10:03:40,Solar,0,0.25
3352,29127,Solaris Sector,30.18,41,0.185,E-Bike,Commute,80.8,2032-01-14 07:34:04,Wind,0,0.53
3353,24640,AeroTech District,33.81,66,6.015,MagRail,Leisure,63.0,2032-03-24 15:40:28,Solar,0,0.33
3354,90675,Solaris Sector,33.44,105,0.843,HyperLoop,Leisure,76.5,2032-08-20 03:51:07,Solar,0,0.83
3355,14627,Neon Habitat,26.02,22,5.824,MagRail,Health,69.2,2032-11-02 08:20:55,HydroGrid,0,0.48
3356,57474,Quantum Bay,24.67,117,5.156,Walk,Leisure,58.3,2032-11-18 14:50:13,Solar,0,0.7
3357,62314,Quantum Bay,31.42,159,0.634,HyperLoop,Delivery,63.4,2032-08-01 18:21:15,Wind,0,0.33
3358,93510,Neon Habitat,27.41,87,1.842,Walk,Delivery,47.1,2032-11-10 09:56:16,Solar,0,0.99
3359,40542,Neon Habitat,30.89,101,0.503,HyperLoop,Commute,71.0,2032-06-06 16:28:37,Solar,1,0.38
3360,40923,Hydra Loop,23.73,28,0.411,E-Bike,Health,58.1,2032-03-26 11:20:20,FusionCell,0,0.42
3361,66177,Quantum Bay,34.83,170,2.745,E-Bike,Health,64.0,2032-01-16 21:38:38,Solar,0,0.8
3362,56306,Hydra Loop,23.26,110,4.606,HyperLoop,Commute,50.3,2032-02-26 03:45:52,FusionCell,0,0.59
3363,82687,Quantum Bay,28.35,129,0.489,HoverCab,Shopping,71.6,2032-12-08 14:21:07,Solar,0,0.92
3364,38937,Solaris Sector,28.03,137,0.532,HyperLoop,Commute,83.8,2032-09-28 12:21:21,FusionCell,0,0.99
3365,14238,AeroTech District,29.25,117,5.897,E-Bike,Health,80.6,2032-04-24 09:18:08,HydroGrid,0,1.0
3366,38533,Solaris Sector,38.24,55,1.93,Walk,Health,54.7,2032-03-30 08:42:12,Wind,0,0.27
3367,62550,Quantum Bay,27.54,31,2.072,E-Bike,Health,74.7,2032-12-10 06:34:53,HydroGrid,0,0.77
3368,12898,Hydra Loop,30.56,120,5.03,Walk,Work,67.4,2032-05-30 13:17:15,FusionCell,0,0.75
3369,24847,Solaris Sector,28.61,31,1.144,Walk,Leisure,61.2,2032-05-12 14:06:52,HydroGrid,0,0.23
3370,77145,Solaris Sector,27.36,85,1.613,E-Bike,Delivery,47.4,2032-02-18 16:15:00,HydroGrid,0,0.53
3371,20290,Hydra Loop,31.76,27,0.438,HyperLoop,Delivery,53.8,2032-03-15 04:14:15,Wind,0,0.83
3372,56114,Neon Habitat,29.24,152,7.389,Walk,Shopping,59.0,2032-06-06 18:17:24,FusionCell,0,0.78
3373,99866,AeroTech District,27.62,116,0.752,Walk,Commute,64.5,2032-11-24 17:01:57,HydroGrid,0,0.95
